study_code,group,platform,start_ms,end_ms,raw_duration_ms,prompt_excluded_duration_ms,mean_dwell_ms,swipe_count,risk_score,risk_level,sentiment_reliability,nsd_percent,oov_ratio
P-08Y,CONTROL,TIKTOK,1778657816000,1778660890584,3074584,3074584,6860,448,99.0,CRITICAL,RELIABLE,63.3625370440693,0.087496152213004
P-41X,INTERVENTION,TIKTOK,1778658356000,1778658668400,312400,312400,36974,7,0.03,SAFE,RELIABLE,17.6172233996535,0.148179302835549
P-13X,INTERVENTION,INSTAGRAM,1778658484000,1778660118675,1634675,1476489,4077,406,89.09,CRITICAL,RELIABLE,61.6545563958021,0.269597473855478
P-03X,INTERVENTION,INSTAGRAM,1778658518000,1778659675397,1157397,1027874,6495,179,86.3,CRITICAL,RELIABLE,63.0819980842314,0.324779954373362
P-23X,INTERVENTION,FACEBOOK,1778658844000,1778659225362,381362,381362,16847,25,26.14,SAFE,RELIABLE,39.9198217424139,0.390163952168192
P-12Y,CONTROL,INSTAGRAM,1778659545000,1778660603522,1058522,1058522,8355,124,79.91,CRITICAL,RELIABLE,83.3539486646969,0.236902389942266
P-09X,INTERVENTION,TIKTOK,1778660177000,1778661242222,1065222,1003540,6645,166,77.29,CRITICAL,RELIABLE,64.8611263711152,0.401922790872802
P-03X,INTERVENTION,TIKTOK,1778660946000,1778662920017,1974017,1806824,5470,360,97.54,CRITICAL,RELIABLE,56.2888494263977,0.073565773591467
P-08Y,CONTROL,TIKTOK,1778660998000,1778664407443,3409443,3409443,3386,1008,99.0,CRITICAL,RELIABLE,75.0488701341387,0.417923969077917
P-26Y,CONTROL,FACEBOOK,1778661342000,1778662570113,1228113,1228113,12015,99,39.64,WARNING,RELIABLE,21.4990696278452,0.197674649316002
P-02Y,CONTROL,TIKTOK,1778661659000,1778663124578,1465578,1465578,2508,588,98.87,CRITICAL,RELIABLE,65.4420397061012,0.268180494235817
P-45X,INTERVENTION,INSTAGRAM,1778662320000,1778662906581,586581,586581,24353,24,4.26,SAFE,SENTIMENT_UNRELIABLE,,0.760436395708503
P-13X,INTERVENTION,TIKTOK,1778662489000,1778664020096,1531096,1510112,6950,219,84.18,CRITICAL,RELIABLE,67.7047475784495,0.41760806233856
P-04Y,CONTROL,INSTAGRAM,1778662493000,1778665549494,3056494,3056494,5048,602,99.0,CRITICAL,RELIABLE,66.7399476984231,0.21303503277939
P-29X,INTERVENTION,FACEBOOK,1778662852000,1778663921975,1069975,1003725,13929,78,35.96,WARNING,RELIABLE,40.6682079726347,0.259713093851532
P-02Y,CONTROL,TIKTOK,1778663103000,1778665012787,1909787,1909787,5955,323,99.0,CRITICAL,RELIABLE,96.1480458855836,0.15612907926813
P-16Y,CONTROL,INSTAGRAM,1778663418000,1778666244186,2826186,2826186,5175,551,97.22,CRITICAL,RELIABLE,46.6216289744745,0.252578046892177
P-25X,INTERVENTION,TIKTOK,1778663931000,1778664743764,812764,812764,12616,62,32.59,SAFE,RELIABLE,21.27038992131,0.085909779933358
P-40Y,CONTROL,FACEBOOK,1778664201000,1778664321591,120591,120591,22881,7,0.0,SAFE,RELIABLE,6.3252742431558,0.308388015331451
P-15X,INTERVENTION,INSTAGRAM,1778665438000,1778667137105,1699105,1563713,7711,225,84.59,CRITICAL,RELIABLE,66.0526120576634,0.104834860880749
P-26Y,CONTROL,FACEBOOK,1778665793000,1778666259398,466398,466398,16990,28,19.42,SAFE,RELIABLE,15.1602749667818,0.225881771534952
P-04Y,CONTROL,TIKTOK,1778666232000,1778667926316,1694316,1694316,6030,284,93.88,CRITICAL,RELIABLE,60.4351447375631,0.345076622530431
P-18Y,CONTROL,INSTAGRAM,1778666381000,1778667369891,988891,988891,10851,97,36.54,WARNING,RELIABLE,15.5362510708278,0.378687743291818
P-21X,INTERVENTION,TIKTOK,1778666565000,1778668107418,1542418,1462661,14825,106,44.52,WARNING,RELIABLE,39.3921764343617,0.219475968116158
P-10Y,CONTROL,INSTAGRAM,1778667195000,1778668882593,1687593,1687593,5198,330,84.96,CRITICAL,RELIABLE,52.9848558622915,0.141765621639026
P-49X,INTERVENTION,INSTAGRAM,1778667518000,1778668226084,708084,708084,20700,39,0.0,SAFE,RELIABLE,17.4932214877191,0.417243015025472
P-19X,INTERVENTION,TIKTOK,1778668905000,1778669379782,474782,474782,13388,37,33.13,SAFE,RELIABLE,42.3509412271554,0.305440167701596
P-03X,INTERVENTION,TIKTOK,1778669718000,1778672760921,3042921,2896844,4918,618,99.0,CRITICAL,RELIABLE,90.8089733258962,0.081057524900379
P-24Y,CONTROL,FACEBOOK,1778669784000,1778670696966,912966,912966,15799,59,39.19,WARNING,RELIABLE,56.1471170422272,0.276810650617294
P-12Y,CONTROL,FACEBOOK,1778670486000,1778671468436,982436,982436,2854,341,74.48,CRITICAL,SENTIMENT_UNRELIABLE,,0.548215495490647
P-17X,INTERVENTION,TIKTOK,1778670605000,1778671587389,982389,937521,10883,96,38.84,WARNING,RELIABLE,23.1701780298314,0.192906391419075
P-07X,INTERVENTION,TIKTOK,1778671786000,1778674993571,3207571,3096312,1950,1649,99.0,CRITICAL,RELIABLE,80.9594597192002,0.294686002760025
P-15X,INTERVENTION,INSTAGRAM,1778671843000,1778673049436,1206436,1185524,5223,228,73.19,CRITICAL,SENTIMENT_UNRELIABLE,,0.861620808608276
P-48Y,CONTROL,INSTAGRAM,1778671935000,1778672371027,436027,436027,18224,25,0.0,SAFE,RELIABLE,20.0746097152475,0.236629853358395
P-03X,INTERVENTION,INSTAGRAM,1778672181000,1778674351939,2170939,2060143,4461,485,96.19,CRITICAL,SENTIMENT_UNRELIABLE,,0.772599520898952
P-10Y,CONTROL,INSTAGRAM,1778672336000,1778674891986,2555986,2555986,4226,604,99.0,CRITICAL,RELIABLE,81.0970508923288,0.180264302258627
P-11X,INTERVENTION,TIKTOK,1778672611000,1778673922390,1311390,1227616,8733,154,83.23,CRITICAL,RELIABLE,84.8490280574549,0.194682325770784
P-19X,INTERVENTION,FACEBOOK,1778672795000,1778673412268,617268,617268,15962,39,22.34,SAFE,RELIABLE,17.43549498128,0.264221667105858
P-49X,INTERVENTION,TIKTOK,1778673019000,1778673400102,381102,381102,13112,31,0.0,SAFE,RELIABLE,5.0493715477025,0.156771813899918
P-27X,INTERVENTION,INSTAGRAM,1778673217000,1778673704379,487379,473399,7791,62,43.03,WARNING,RELIABLE,39.9217873103386,0.20350756907348
P-01X,INTERVENTION,INSTAGRAM,1778673448000,1778676856327,3408327,3284994,3287,1036,99.0,CRITICAL,RELIABLE,94.5449088080067,0.283858404439228
P-15X,INTERVENTION,FACEBOOK,1778673577000,1778674362404,785404,715731,7398,108,63.18,WARNING,SENTIMENT_UNRELIABLE,,0.883563833357818
P-10Y,CONTROL,TIKTOK,1778673741000,1778675506358,1765358,1765358,3470,514,92.88,CRITICAL,RELIABLE,64.2037031195717,0.070837053403504
P-04Y,CONTROL,TIKTOK,1778674072000,1778676209743,2137743,2137743,3698,579,99.0,CRITICAL,RELIABLE,59.3549372512522,0.308602481367027
P-23X,INTERVENTION,TIKTOK,1778674122000,1778675571182,1449182,1439826,7298,199,61.47,WARNING,RELIABLE,52.3685872793537,0.186587273787032
P-44Y,CONTROL,TIKTOK,1778674214000,1778674392814,178814,178814,21459,10,3.45,SAFE,RELIABLE,34.1534975694796,0.116989143363869
P-37X,INTERVENTION,TIKTOK,1778674277000,1778674485616,208616,208616,14527,14,0.0,SAFE,RELIABLE,12.4334442112356,0.106421636745593
P-16Y,CONTROL,TIKTOK,1778674394000,1778675743188,1349188,1349188,8126,172,69.75,CRITICAL,SENTIMENT_UNRELIABLE,,0.701427948956042
P-05X,INTERVENTION,TIKTOK,1778675178000,1778676367324,1189324,1077196,4731,254,91.22,CRITICAL,RELIABLE,66.7116872881145,0.076251377996969
P-25X,INTERVENTION,FACEBOOK,1778675250000,1778676186729,936729,870846,13908,70,36.81,WARNING,RELIABLE,36.5773808304131,0.107195155143954
P-02Y,CONTROL,TIKTOK,1778675418000,1778679016423,3598423,3598423,2289,1575,99.0,CRITICAL,RELIABLE,96.6189374395496,0.111610214181506
P-22Y,CONTROL,FACEBOOK,1778676030000,1778676682160,652160,652160,13122,47,34.57,WARNING,SENTIMENT_UNRELIABLE,,0.53250020670021
P-11X,INTERVENTION,INSTAGRAM,1778676087000,1778677993928,1906928,1747995,5130,368,83.22,CRITICAL,SENTIMENT_UNRELIABLE,,0.813933232288371
P-33X,INTERVENTION,INSTAGRAM,1778676212000,1778677422035,1210035,1210035,20905,63,27.15,SAFE,RELIABLE,19.1332291083594,0.065485293686668
P-14Y,CONTROL,TIKTOK,1778676878000,1778677803154,925154,925154,6912,137,79.7,CRITICAL,RELIABLE,80.1094542807796,0.295611269656042
P-04Y,CONTROL,FACEBOOK,1778677822000,1778679748984,1926984,1926984,2040,945,99.0,CRITICAL,RELIABLE,94.8536566342745,0.092263642842495
P-27X,INTERVENTION,FACEBOOK,1778677834000,1778678459493,625493,557214,13845,43,37.22,WARNING,RELIABLE,51.1657994897001,0.198685693805174
P-41X,INTERVENTION,INSTAGRAM,1778677974000,1778678480405,506405,506405,34398,11,8.03,SAFE,RELIABLE,34.0764700295767,0.391724031133621
P-17X,INTERVENTION,TIKTOK,1778678280000,1778679515887,1235887,1182132,9948,121,50.64,WARNING,RELIABLE,43.419888022498,0.393586407182768
P-20Y,CONTROL,INSTAGRAM,1778678814000,1778679473600,659600,659600,14673,44,28.87,SAFE,RELIABLE,28.4399275412038,0.235974618076745
P-06Y,CONTROL,INSTAGRAM,1778678977000,1778680263910,1286910,1286910,6862,191,87.41,CRITICAL,RELIABLE,63.0130881792423,0.366953807758376
P-25X,INTERVENTION,FACEBOOK,1778679059000,1778680130560,1071560,1047502,16163,71,37.07,WARNING,RELIABLE,43.7197066119911,0.050213412998634
P-28Y,CONTROL,TIKTOK,1778679235000,1778680388668,1153668,1153668,10500,115,45.34,WARNING,RELIABLE,33.7229538656824,0.121119011574073
P-09X,INTERVENTION,TIKTOK,1778679410000,1778681243200,1833200,1759216,6806,273,79.04,CRITICAL,SENTIMENT_UNRELIABLE,,0.794291057370859
P-14Y,CONTROL,INSTAGRAM,1778680723000,1778681950353,1227353,1227353,8247,151,71.52,CRITICAL,RELIABLE,49.0824908962327,0.36712624192171
P-06Y,CONTROL,INSTAGRAM,1778680770000,1778683612414,2842414,2842414,2077,1371,99.0,CRITICAL,RELIABLE,94.7499029036865,0.270630719297093
P-50Y,CONTROL,INSTAGRAM,1778681411000,1778681952540,541540,541540,31364,20,0.0,SAFE,RELIABLE,16.2237913564764,0.166761598611901
P-14Y,CONTROL,FACEBOOK,1778681835000,1778684422899,2587899,2587899,4754,541,99.0,CRITICAL,RELIABLE,86.2177148653094,0.052061364322882
P-13X,INTERVENTION,FACEBOOK,1778682590000,1778683944025,1354025,1270292,8724,157,80.24,CRITICAL,RELIABLE,73.5787196108415,0.348963776409505
P-14Y,CONTROL,INSTAGRAM,1778682985000,1778683845800,860800,860800,8415,104,67.86,CRITICAL,RELIABLE,54.7465862109003,0.32923726241774
P-05X,INTERVENTION,INSTAGRAM,1778683276000,1778686969609,3693609,3566876,3675,1009,99.0,CRITICAL,RELIABLE,70.9999371006268,0.213836688158933
P-47X,INTERVENTION,INSTAGRAM,1778683571000,1778683730768,159768,159768,13280,11,0.0,SAFE,RELIABLE,7.7199412586188,0.233900531152279
P-27X,INTERVENTION,INSTAGRAM,1778684212000,1778685076070,864070,830710,7920,108,47.31,WARNING,SENTIMENT_UNRELIABLE,,0.536476113187493
P-14Y,CONTROL,TIKTOK,1778713352000,1778714771265,1419265,1419265,8502,171,86.79,CRITICAL,RELIABLE,89.8500678494694,0.390271965070983
P-15X,INTERVENTION,INSTAGRAM,1778713983000,1778716472853,2489853,2330590,6935,365,99.0,CRITICAL,RELIABLE,80.1467415800008,0.147338677350386
P-16Y,CONTROL,INSTAGRAM,1778714012000,1778714967508,955508,955508,4216,230,71.54,CRITICAL,SENTIMENT_UNRELIABLE,,0.539062696350494
P-04Y,CONTROL,FACEBOOK,1778714178000,1778716195852,2017852,2017852,3123,648,99.0,CRITICAL,RELIABLE,57.8834462839345,0.248876303861986
P-19X,INTERVENTION,TIKTOK,1778714826000,1778716434309,1608309,1590110,16995,92,40.98,WARNING,RELIABLE,32.3334213309532,0.273314031680729
P-07X,INTERVENTION,TIKTOK,1778715030000,1778717088047,2058047,1924355,4109,498,95.26,CRITICAL,SENTIMENT_UNRELIABLE,,0.976002996761953
P-15X,INTERVENTION,FACEBOOK,1778715134000,1778716551667,1417667,1320456,7770,187,83.69,CRITICAL,RELIABLE,75.9645188923902,0.386556958217198
P-47X,INTERVENTION,INSTAGRAM,1778715161000,1778715469844,308844,308844,16219,23,0.0,SAFE,RELIABLE,17.1632514853368,0.203082572566204
P-10Y,CONTROL,FACEBOOK,1778715261000,1778717217833,1956833,1956833,2783,709,96.75,CRITICAL,RELIABLE,63.8365968556692,0.187642450948778
P-24Y,CONTROL,FACEBOOK,1778715543000,1778716868984,1325984,1325984,12253,110,52.38,WARNING,RELIABLE,58.4177372068977,0.104821154530851
P-12Y,CONTROL,TIKTOK,1778716567000,1778718726187,2159187,2159187,6992,313,90.14,CRITICAL,RELIABLE,58.9501796855671,0.308105479633717
P-45X,INTERVENTION,FACEBOOK,1778716595000,1778717197053,602053,602053,10913,56,4.34,SAFE,RELIABLE,7.2892056957349,0.078871025087096
P-13X,INTERVENTION,FACEBOOK,1778716684000,1778717689293,1005293,852845,4743,216,79.99,CRITICAL,RELIABLE,64.7841330933865,0.220196813060615
P-21X,INTERVENTION,TIKTOK,1778716994000,1778717747249,753249,670166,10373,76,46.65,WARNING,RELIABLE,54.6777228057375,0.210474162005292
P-04Y,CONTROL,TIKTOK,1778717003000,1778719677626,2674626,2674626,2672,1006,99.0,CRITICAL,RELIABLE,97.1640499725204,0.278337901587326
P-05X,INTERVENTION,INSTAGRAM,1778717285000,1778719715095,2430095,2277407,6275,389,99.0,CRITICAL,RELIABLE,76.2801434722628,0.147223595776485
P-25X,INTERVENTION,FACEBOOK,1778717514000,1778718284081,770081,687192,11090,74,40.6,WARNING,RELIABLE,39.2335995573979,0.258808882799226
P-43X,INTERVENTION,INSTAGRAM,1778719398000,1778719820994,422994,422994,38065,15,3.96,SAFE,RELIABLE,25.0335511766663,0.37091630008163
P-01X,INTERVENTION,TIKTOK,1778719406000,1778721208411,1802411,1750767,4537,400,99.0,CRITICAL,RELIABLE,71.305056440845,0.171557987707783
P-11X,INTERVENTION,FACEBOOK,1778719928000,1778721857931,1929931,1869593,2613,736,97.86,CRITICAL,RELIABLE,67.4993627517375,0.121947378924139
P-27X,INTERVENTION,INSTAGRAM,1778720197000,1778720849588,652588,649345,17265,35,35.51,WARNING,RELIABLE,57.256172840543,0.301171517842178
P-02Y,CONTROL,TIKTOK,1778722034000,1778724401309,2367309,2367309,2659,891,99.0,CRITICAL,RELIABLE,59.3238720566324,0.045269535073096
P-47X,INTERVENTION,FACEBOOK,1778722453000,1778723103584,650584,650584,14321,46,2.23,SAFE,RELIABLE,18.526841048906,0.322343722843577
P-25X,INTERVENTION,INSTAGRAM,1778722513000,1778723159693,646693,621467,14895,45,34.07,WARNING,RELIABLE,46.5576852810137,0.050735584880114
P-07X,INTERVENTION,TIKTOK,1778723323000,1778725003867,1680867,1567996,3515,475,99.0,CRITICAL,RELIABLE,79.2075038492457,0.128236192052887
P-46Y,CONTROL,INSTAGRAM,1778723593000,1778724285299,692299,692299,30863,21,0.0,SAFE,RELIABLE,1.7980058011176,0.233291216205829
P-06Y,CONTROL,INSTAGRAM,1778724005000,1778725545079,1540079,1540079,5416,281,85.52,CRITICAL,SENTIMENT_UNRELIABLE,,0.812423342009037
P-22Y,CONTROL,TIKTOK,1778725042000,1778725609338,567338,567338,13227,41,36.87,WARNING,RELIABLE,49.0184503338241,0.386820607264138
P-01X,INTERVENTION,FACEBOOK,1778725434000,1778727528781,2094781,2043388,3513,601,96.9,CRITICAL,SENTIMENT_UNRELIABLE,,0.942373050652877
P-04Y,CONTROL,INSTAGRAM,1778725657000,1778727098626,1441626,1441626,4881,298,96.35,CRITICAL,RELIABLE,72.5539490113794,0.328155627904018
P-48Y,CONTROL,INSTAGRAM,1778725949000,1778726194008,245008,245008,19448,9,0.0,SAFE,RELIABLE,5.4090648814705,0.211782143647362
P-46Y,CONTROL,FACEBOOK,1778726328000,1778727063772,735772,735772,16003,48,0.0,SAFE,RELIABLE,13.4899185041635,0.100099829774423
P-19X,INTERVENTION,FACEBOOK,1778726356000,1778727357876,1001876,971768,13930,69,37.72,WARNING,RELIABLE,36.6765481177531,0.062199245123811
P-06Y,CONTROL,INSTAGRAM,1778727429000,1778729383925,1954925,1954925,5626,344,90.97,CRITICAL,SENTIMENT_UNRELIABLE,,0.843848501061629
P-05X,INTERVENTION,TIKTOK,1778727891000,1778729870217,1979217,1864913,3821,516,99.0,CRITICAL,RELIABLE,64.2221755616567,0.413775004673905
P-16Y,CONTROL,TIKTOK,1778728788000,1778730230650,1442650,1442650,8689,165,80.92,CRITICAL,RELIABLE,71.582842662401,0.345074586047658
P-20Y,CONTROL,TIKTOK,1778729206000,1778729613714,407714,407714,11815,35,33.73,WARNING,RELIABLE,37.9387083278809,0.361597332823292
P-11X,INTERVENTION,FACEBOOK,1778729361000,1778730482029,1121029,1100897,5846,191,70.82,CRITICAL,SENTIMENT_UNRELIABLE,,0.955123595534937
P-06Y,CONTROL,TIKTOK,1778729512000,1778732516742,3004742,3004742,5370,563,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.699455339657838
P-11X,INTERVENTION,FACEBOOK,1778730564000,1778731739677,1175677,1016351,7363,163,84.78,CRITICAL,RELIABLE,87.6146064602752,0.368564071955625
P-39X,INTERVENTION,FACEBOOK,1778731888000,1778732104295,216295,216295,17266,11,2.79,SAFE,RELIABLE,30.4582661859727,0.266963596029517
P-48Y,CONTROL,INSTAGRAM,1778732071000,1778732583237,512237,512237,28513,22,0.0,SAFE,RELIABLE,11.3404835220089,0.10951505052252
P-27X,INTERVENTION,TIKTOK,1778732521000,1778733051764,530764,530764,10000,55,32.85,SAFE,RELIABLE,19.1584896892947,0.271185190831236
P-26Y,CONTROL,INSTAGRAM,1778732542000,1778733473404,931404,931404,8090,117,46.72,WARNING,RELIABLE,33.6930705381206,0.113177125556769
P-19X,INTERVENTION,INSTAGRAM,1778732788000,1778733255221,467221,467221,13351,38,24.66,SAFE,RELIABLE,15.9988081208712,0.265474233086472
P-16Y,CONTROL,TIKTOK,1778732897000,1778734510969,1613969,1613969,3876,413,87.44,CRITICAL,RELIABLE,56.2310674126239,0.075166624013361
P-07X,INTERVENTION,FACEBOOK,1778732926000,1778735451294,2525294,2493975,3804,664,99.0,CRITICAL,RELIABLE,98.2820482710254,0.135920924524705
P-20Y,CONTROL,INSTAGRAM,1778733114000,1778733619412,505412,505412,13960,41,32.0,SAFE,RELIABLE,40.8175736653009,0.170615339273133
P-10Y,CONTROL,TIKTOK,1778733372000,1778734232777,860777,860777,7492,112,78.68,CRITICAL,RELIABLE,83.1671647364993,0.167746466833727
P-02Y,CONTROL,TIKTOK,1778733419000,1778735388772,1969772,1969772,2194,903,97.61,CRITICAL,SENTIMENT_UNRELIABLE,,0.484250415133484
P-09X,INTERVENTION,TIKTOK,1778733887000,1778736396940,2509940,2483487,6553,382,89.04,CRITICAL,SENTIMENT_UNRELIABLE,,0.495683776802985
P-04Y,CONTROL,TIKTOK,1778734176000,1778735353879,1177879,1177879,2412,488,99.0,CRITICAL,RELIABLE,98.3667544602624,0.301394524503281
P-01X,INTERVENTION,INSTAGRAM,1778734249000,1778735724764,1475764,1432360,5886,251,99.0,CRITICAL,RELIABLE,97.2660936257432,0.051018046119617
P-43X,INTERVENTION,FACEBOOK,1778734312000,1778734567947,255947,255947,29217,7,0.0,SAFE,RELIABLE,2.0816998182814,0.128420666872189
P-03X,INTERVENTION,TIKTOK,1778734841000,1778736400647,1559647,1472497,6091,254,92.56,CRITICAL,RELIABLE,62.5791491375013,0.292382839493974
P-02Y,CONTROL,TIKTOK,1778735191000,1778737775728,2584728,2584728,3273,787,99.0,CRITICAL,RELIABLE,62.8064152093702,0.0550041019819
P-14Y,CONTROL,INSTAGRAM,1778735412000,1778737920525,2508525,2508525,7005,356,93.09,CRITICAL,RELIABLE,52.8779610255013,0.206465367412634
P-28Y,CONTROL,INSTAGRAM,1778735773000,1778736227237,454237,454237,12726,38,30.83,SAFE,RELIABLE,32.1842031480535,0.234552365884961
P-50Y,CONTROL,INSTAGRAM,1778737103000,1778737521592,418592,418592,29795,16,0.0,SAFE,RELIABLE,1.2484231728952,0.315606179689915
P-06Y,CONTROL,FACEBOOK,1778737283000,1778738660010,1377010,1377010,2853,479,97.4,CRITICAL,RELIABLE,66.7749413030816,0.29834246458062
P-05X,INTERVENTION,INSTAGRAM,1778737506000,1778741318257,3812257,3764196,3950,964,99.0,CRITICAL,RELIABLE,97.7151700257715,0.346054697169743
P-17X,INTERVENTION,INSTAGRAM,1778738279000,1778739536289,1257289,1219217,8618,151,45.14,WARNING,RELIABLE,17.5163794069194,0.105784039640183
P-16Y,CONTROL,INSTAGRAM,1778738387000,1778740092586,1705586,1705586,4746,365,81.11,CRITICAL,SENTIMENT_UNRELIABLE,,0.654279279613506
P-21X,INTERVENTION,INSTAGRAM,1778738812000,1778739671324,859324,812779,13172,70,43.65,WARNING,RELIABLE,57.0394229373625,0.232849744121819
P-04Y,CONTROL,INSTAGRAM,1778738898000,1778741476015,2578015,2578015,5717,451,99.0,CRITICAL,RELIABLE,81.3248960962086,0.20896331372295
P-06Y,CONTROL,INSTAGRAM,1778738998000,1778741594063,2596063,2596063,5861,440,99.0,CRITICAL,RELIABLE,90.3734960305436,0.383651595031366
P-11X,INTERVENTION,TIKTOK,1778740346000,1778741333321,987321,915208,5639,180,69.32,CRITICAL,SENTIMENT_UNRELIABLE,,0.928807071333766
P-08Y,CONTROL,INSTAGRAM,1778740347000,1778744808529,4461529,4461529,5010,887,99.0,CRITICAL,RELIABLE,96.6529538063363,0.335640336336006
P-07X,INTERVENTION,INSTAGRAM,1778740394000,1778744585563,4191563,4059583,1905,2204,99.0,CRITICAL,RELIABLE,92.9144002784265,0.326103035081506
P-01X,INTERVENTION,TIKTOK,1778740556000,1778742316020,1760020,1621153,6531,270,86.53,CRITICAL,SENTIMENT_UNRELIABLE,,0.976038972759743
P-23X,INTERVENTION,TIKTOK,1778741028000,1778742072110,1044110,1034804,9608,113,47.97,WARNING,RELIABLE,41.5322832800247,0.214991328176159
P-20Y,CONTROL,TIKTOK,1778741041000,1778741707227,666227,666227,6767,99,41.73,WARNING,RELIABLE,22.0075146153661,0.204099826688081
P-02Y,CONTROL,TIKTOK,1778741055000,1778743752969,2697969,2697969,6846,396,99.0,CRITICAL,RELIABLE,71.3070091928568,0.27323074191695
P-17X,INTERVENTION,INSTAGRAM,1778741512000,1778742096034,584034,548807,6190,100,50.18,WARNING,RELIABLE,48.632482806947,0.142117487472207
P-08Y,CONTROL,TIKTOK,1778741651000,1778743396822,1745822,1745822,2346,746,99.0,CRITICAL,RELIABLE,74.8843352372152,0.124291165529184
P-45X,INTERVENTION,FACEBOOK,1778742154000,1778742685785,531785,531785,23838,25,0.0,SAFE,RELIABLE,20.6399156256136,0.191568036797322
P-02Y,CONTROL,INSTAGRAM,1778742450000,1778744239550,1789550,1789550,2636,679,99.0,CRITICAL,RELIABLE,84.6716173039935,0.309909111840088
P-01X,INTERVENTION,INSTAGRAM,1778742839000,1778744193114,1354114,1230129,5846,236,89.95,CRITICAL,RELIABLE,62.0535883994663,0.26036332382214
P-11X,INTERVENTION,INSTAGRAM,1778743052000,1778744009038,957038,798436,7452,127,81.97,CRITICAL,RELIABLE,88.9771300928403,0.376556847053886
P-13X,INTERVENTION,TIKTOK,1778743633000,1778745531425,1898425,1804158,3314,571,92.93,CRITICAL,RELIABLE,57.5691226332369,0.412186134450351
P-08Y,CONTROL,INSTAGRAM,1778743828000,1778745158199,1330199,1330199,6658,196,86.89,CRITICAL,RELIABLE,58.2738857857005,0.150236199981815
P-06Y,CONTROL,INSTAGRAM,1778743897000,1778745341513,1444513,1444513,5463,261,97.24,CRITICAL,RELIABLE,78.6173087626309,0.376431245930979
P-14Y,CONTROL,TIKTOK,1778744670000,1778747423864,2753864,2753864,3975,693,99.0,CRITICAL,RELIABLE,88.3518021635564,0.088891161082003
P-23X,INTERVENTION,FACEBOOK,1778745640000,1778746559978,919978,867685,8352,110,50.39,WARNING,RELIABLE,47.1810869028214,0.153850750526859
